endpoint,name,dims,n_candidates,nearest,nearest_split,nearest_name
test,COD10K-CAM-1-Aquatic-13-Pipefish-556.jpg,1024x768,317,42.293,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2774.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-585.jpg,1024x768,317,40.781,tgt,COD10K-CAM-1-Aquatic-9-GhostPipefish-412.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-588.jpg,1024x768,317,41.951,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-597.jpg,1024x768,317,50.347,tgt,COD10K-CAM-2-Terrestrial-40-Rabbit-2355.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-614.jpg,1024x768,317,44.467,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1402.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-622.jpg,1024x768,317,28.678,tgt,COD10K-CAM-2-Terrestrial-42-Sciuridae-2417.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-625.jpg,1024x768,317,40.262,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-635.jpg,1024x768,317,41.701,tgt,COD10K-CAM-1-Aquatic-19-Stingaree-1187.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-668.jpg,1024x768,317,38.3,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-669.jpg,1024x768,317,48.908,tgt,COD10K-CAM-1-Aquatic-15-SeaHorse-1036.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-676.jpg,1024x768,317,44.826,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2750.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-681.jpg,1024x768,317,56.008,tgt,COD10K-CAM-1-Aquatic-16-Shrimp-1122.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-686.jpg,1024x768,317,43.268,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1402.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-707.jpg,1024x768,317,52.632,tgt,COD10K-CAM-1-Aquatic-13-Pipefish-540.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-709.jpg,1024x768,317,41.673,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2750.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-713.jpg,1024x768,317,51.822,tgt,COD10K-CAM-2-Terrestrial-24-Caterpillar-1576.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-721.jpg,1024x768,317,45.626,tgt,COD10K-CAM-2-Terrestrial-42-Sciuridae-2417.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-749.jpg,1024x768,317,45.571,tgt,COD10K-CAM-1-Aquatic-7-Flounder-265.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-759.jpg,1024x768,317,32.11,tgt,COD10K-CAM-1-Aquatic-13-Pipefish-760.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-772.jpg,1024x768,317,43.133,tgt,COD10K-CAM-2-Terrestrial-40-Rabbit-2355.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-776.jpg,1024x768,317,54.365,tgt,COD10K-CAM-1-Aquatic-13-Pipefish-834.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-813.jpg,1024x768,317,35.716,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2750.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-841.jpg,1024x768,317,45.346,tgt,COD10K-CAM-1-Aquatic-7-Flounder-265.jpg
test,COD10K-CAM-1-Aquatic-13-Pipefish-844.jpg,1024x768,317,52.588,tgt,COD10K-CAM-1-Aquatic-7-Flounder-265.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-853.jpg,1024x768,317,57.387,tgt,COD10K-CAM-1-Aquatic-7-Flounder-273.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-854.jpg,1024x768,317,28.924,tgt,COD10K-CAM-1-Aquatic-7-Flounder-265.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-879.jpg,1024x768,317,40.031,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1402.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-881.jpg,1024x768,317,50.031,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2750.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-897.jpg,1024x768,317,47.673,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1402.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-899.jpg,1024x768,317,61.144,tgt,COD10K-CAM-4-Amphibian-68-Toad-4862.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-900.jpg,1024x768,317,45.377,tgt,COD10K-CAM-2-Terrestrial-24-Caterpillar-1619.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-901.jpg,1024x768,317,51.795,tgt,COD10K-CAM-4-Amphibian-68-Toad-4862.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-915.jpg,1024x768,317,59.571,tgt,COD10K-CAM-1-Aquatic-6-Fish-146.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-926.jpg,1024x768,317,58.883,tgt,COD10K-CAM-2-Terrestrial-37-Lion-2116.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-928.jpg,1024x768,317,67.606,tgt,COD10K-CAM-1-Aquatic-7-Flounder-273.jpg
test,COD10K-CAM-1-Aquatic-14-ScorpionFish-939.jpg,1024x768,317,48.887,tgt,COD10K-CAM-2-Terrestrial-24-Caterpillar-1619.jpg
test,COD10K-CAM-1-Aquatic-15-SeaHorse-1022.jpg,1024x768,317,60.056,tgt,COD10K-CAM-3-Flying-55-Butterfly-3425.jpg
test,COD10K-CAM-1-Aquatic-15-SeaHorse-1032.jpg,1024x768,317,58.399,tgt,COD10K-CAM-1-Aquatic-13-Pipefish-712.jpg
test,COD10K-CAM-1-Aquatic-15-SeaHorse-962.jpg,1024x768,317,54.782,tgt,COD10K-CAM-3-Flying-60-Heron-3907.jpg
test,COD10K-CAM-1-Aquatic-16-Shrimp-1123.jpg,1024x768,317,52.788,tgt,COD10K-CAM-1-Aquatic-3-Crab-80.jpg
test,COD10K-CAM-1-Aquatic-18-StarFish-1173.jpg,1024x768,317,56.838,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-1-Aquatic-19-Stingaree-1198.jpg,1024x768,317,45.42,tgt,COD10K-CAM-1-Aquatic-15-SeaHorse-1036.jpg
test,COD10K-CAM-1-Aquatic-2-ClownFish-15.jpg,1024x768,317,53.476,tgt,COD10K-CAM-4-Amphibian-68-Toad-4862.jpg
test,COD10K-CAM-1-Aquatic-3-Crab-32.jpg,1024x768,317,0.0,tgt,COD10K-CAM-1-Aquatic-3-Crab-32.jpg
test,COD10K-CAM-1-Aquatic-3-Crab-35.jpg,1024x768,317,48.409,tgt,COD10K-CAM-1-Aquatic-13-Pipefish-657.jpg
test,COD10K-CAM-1-Aquatic-3-Crab-37.jpg,1024x768,317,47.424,tgt,COD10K-CAM-4-Amphibian-67-Frog-4713.jpg
test,COD10K-CAM-1-Aquatic-3-Crab-38.jpg,1024x768,317,27.426,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-1-Aquatic-3-Crab-65.jpg,1024x768,317,25.773,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-1-Aquatic-3-Crab-89.jpg,1024x768,317,54.341,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-1-Aquatic-6-Fish-136.jpg,1024x768,317,56.549,tgt,COD10K-CAM-1-Aquatic-5-CrocodileFish-128.jpg
test,COD10K-CAM-1-Aquatic-6-Fish-157.jpg,1024x768,317,30.003,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1402.jpg
test,COD10K-CAM-1-Aquatic-6-Fish-191.jpg,1024x768,317,45.724,tgt,COD10K-CAM-1-Aquatic-6-Fish-144.jpg
test,COD10K-CAM-1-Aquatic-6-Fish-193.jpg,1024x768,317,55.191,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-1-Aquatic-6-Fish-219.jpg,1024x768,317,46.097,tgt,COD10K-CAM-4-Amphibian-68-Toad-4862.jpg
test,COD10K-CAM-1-Aquatic-6-Fish-221.jpg,1024x768,317,49.801,tgt,COD10K-CAM-1-Aquatic-13-Pipefish-712.jpg
test,COD10K-CAM-1-Aquatic-6-Fish-227.jpg,1024x768,317,41.309,tgt,COD10K-CAM-1-Aquatic-4-Crocodile-120.jpg
test,COD10K-CAM-1-Aquatic-7-Flounder-253.jpg,1024x768,317,42.259,tgt,COD10K-CAM-1-Aquatic-7-Flounder-273.jpg
test,COD10K-CAM-1-Aquatic-7-Flounder-264.jpg,1024x768,317,28.831,tgt,COD10K-CAM-1-Aquatic-19-Stingaree-1187.jpg
test,COD10K-CAM-1-Aquatic-7-Flounder-277.jpg,1024x768,317,36.008,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1402.jpg
test,COD10K-CAM-1-Aquatic-7-Flounder-284.jpg,1024x768,317,34.723,tgt,COD10K-CAM-1-Aquatic-13-Pipefish-712.jpg
test,COD10K-CAM-1-Aquatic-8-FrogFish-295.jpg,1024x768,317,57.435,tgt,COD10K-CAM-3-Flying-56-Cicada-3507.jpg
test,COD10K-CAM-1-Aquatic-8-FrogFish-296.jpg,1024x768,317,56.078,tgt,COD10K-CAM-4-Amphibian-68-Toad-4889.jpg
test,COD10K-CAM-1-Aquatic-8-FrogFish-297.jpg,1024x768,317,39.509,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1402.jpg
test,COD10K-CAM-1-Aquatic-9-GhostPipefish-372.jpg,1024x768,317,42.739,tgt,COD10K-CAM-3-Flying-55-Butterfly-3388.jpg
test,COD10K-CAM-1-Aquatic-9-GhostPipefish-385.jpg,1024x768,317,36.985,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1402.jpg
test,COD10K-CAM-1-Aquatic-9-GhostPipefish-397.jpg,1024x768,317,45.506,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-1-Aquatic-9-GhostPipefish-402.jpg,1024x768,317,28.096,tgt,COD10K-CAM-1-Aquatic-9-GhostPipefish-376.jpg
test,COD10K-CAM-1-Aquatic-9-GhostPipefish-407.jpg,1024x768,317,44.888,tgt,COD10K-CAM-2-Terrestrial-24-Caterpillar-1619.jpg
test,COD10K-CAM-2-Terrestrial-22-Bug-1262.jpg,1024x768,317,51.977,tgt,COD10K-CAM-1-Aquatic-7-Flounder-265.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1320.jpg,1024x768,317,38.062,tgt,COD10K-CAM-1-Aquatic-9-GhostPipefish-412.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1350.jpg,1024x768,317,42.352,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2774.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1360.jpg,1024x768,317,51.866,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2750.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1365.jpg,1024x768,317,46.435,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2750.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1378.jpg,1024x768,317,51.804,tgt,COD10K-CAM-3-Flying-62-Mantis-4377.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1388.jpg,1024x768,317,49.86,tgt,COD10K-CAM-4-Amphibian-67-Frog-4713.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1405.jpg,1024x768,317,41.375,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1402.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1420.jpg,1024x768,317,61.185,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1499.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1421.jpg,1024x768,317,38.48,tgt,COD10K-CAM-1-Aquatic-7-Flounder-265.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1423.jpg,1024x768,317,51.418,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1431.jpg,1024x768,317,48.427,tgt,COD10K-CAM-3-Flying-61-Katydid-4185.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1434.jpg,1024x768,317,38.698,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1402.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1446.jpg,1024x768,317,53.172,tgt,COD10K-CAM-2-Terrestrial-46-StickInsect-2799.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1458.jpg,1024x768,317,58.367,tgt,COD10K-CAM-1-Aquatic-16-Shrimp-1122.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1465.jpg,1024x768,317,58.732,tgt,COD10K-CAM-2-Terrestrial-46-StickInsect-2799.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1471.jpg,1024x768,317,63.643,tgt,COD10K-CAM-3-Flying-59-Grasshopper-3715.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1485.jpg,1024x768,317,38.28,tgt,COD10K-CAM-4-Amphibian-68-Toad-4862.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1496.jpg,1024x768,317,61.429,tgt,COD10K-CAM-3-Flying-56-Cicada-3523.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1506.jpg,1024x768,317,0.0,tgt,COD10K-CAM-2-Terrestrial-23-Cat-1506.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1516.jpg,1024x768,317,46.017,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2750.jpg
test,COD10K-CAM-2-Terrestrial-23-Cat-1523.jpg,1024x768,317,53.709,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-2-Terrestrial-26-Chameleon-1701.jpg,1024x768,317,59.61,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2774.jpg
test,COD10K-CAM-2-Terrestrial-26-Chameleon-1703.jpg,1024x768,317,56.655,tgt,COD10K-CAM-2-Terrestrial-40-Rabbit-2355.jpg
test,COD10K-CAM-2-Terrestrial-27-Cheetah-1750.jpg,1024x768,317,49.292,tgt,COD10K-CAM-2-Terrestrial-40-Rabbit-2355.jpg
test,COD10K-CAM-2-Terrestrial-28-Deer-1766.jpg,1024x768,317,49.603,tgt,COD10K-CAM-4-Amphibian-68-Toad-4889.jpg
test,COD10K-CAM-2-Terrestrial-28-Deer-1794.jpg,1024x768,317,51.77,tgt,COD10K-CAM-1-Aquatic-13-Pipefish-612.jpg
test,COD10K-CAM-2-Terrestrial-29-Dog-1825.jpg,1024x768,317,56.791,tgt,COD10K-CAM-3-Flying-62-Mantis-4354.jpg
test,COD10K-CAM-2-Terrestrial-29-Dog-1831.jpg,1024x768,317,33.351,tgt,COD10K-CAM-3-Flying-59-Grasshopper-3696.jpg
test,COD10K-CAM-2-Terrestrial-29-Dog-1834.jpg,1024x768,317,42.133,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2750.jpg
test,COD10K-CAM-2-Terrestrial-29-Dog-1835.jpg,1024x768,317,50.178,tgt,COD10K-CAM-1-Aquatic-13-Pipefish-612.jpg
test,COD10K-CAM-2-Terrestrial-29-Dog-1837.jpg,1024x768,317,53.369,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2750.jpg
test,COD10K-CAM-2-Terrestrial-30-Duck-1870.jpg,1024x768,317,52.093,tgt,COD10K-CAM-1-Aquatic-15-SeaHorse-1036.jpg
test,COD10K-CAM-2-Terrestrial-33-Grouse-1954.jpg,1024x768,317,44.668,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-2-Terrestrial-33-Grouse-1961.jpg,1024x768,317,59.771,tgt,COD10K-CAM-1-Aquatic-3-Crab-80.jpg
test,COD10K-CAM-2-Terrestrial-34-Human-1998.jpg,1024x768,317,52.295,tgt,COD10K-CAM-1-Aquatic-6-Fish-146.jpg
test,COD10K-CAM-2-Terrestrial-35-Kangaroo-2049.jpg,1024x768,317,62.157,tgt,COD10K-CAM-3-Flying-56-Cicada-3526.jpg
test,COD10K-CAM-2-Terrestrial-38-Lizard-2149.jpg,1024x768,317,61.455,tgt,COD10K-CAM-3-Flying-59-Grasshopper-3696.jpg
test,COD10K-CAM-2-Terrestrial-38-Lizard-2216.jpg,1024x768,317,49.458,tgt,COD10K-CAM-2-Terrestrial-42-Sciuridae-2417.jpg
test,COD10K-CAM-2-Terrestrial-38-Lizard-2231.jpg,1024x768,317,57.333,tgt,COD10K-CAM-3-Flying-55-Butterfly-3425.jpg
test,COD10K-CAM-2-Terrestrial-38-Lizard-2232.jpg,1024x768,317,51.212,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2750.jpg
test,COD10K-CAM-2-Terrestrial-38-Lizard-2235.jpg,1024x768,317,40.165,tgt,COD10K-CAM-2-Terrestrial-45-Spider-2750.jpg
test,COD10K-CAM-2-Terrestrial-38-Lizard-2266.jpg,1024x768,317,51.631,tgt,COD10K-CAM-1-Aquatic-7-Flounder-265.jpg
test,COD10K-CAM-2-Terrestrial-40-Rabbit-2346.jpg,1024x768,317,41.51,tgt,COD10K-CAM-1-Aquatic-7-Flounder-265.jpg
test,COD10K-CAM-2-Terrestrial-40-Rabbit-2351.jpg,1024x768,317,53.072,tgt,COD10K-CAM-1-Aquatic-7-Flounder-273.jpg
test,COD10K-CAM-2-Terrestrial-40-Rabbit-2373.jpg,1024x768,317,42.724,tgt,COD10K-CAM-2-Terrestrial-37-Lion-2116.jpg
test,COD10K-CAM-2-Terrestrial-44-Snake-2424.jpg,1024x768,317,40.645,tgt,COD10K-CAM-1-Aquatic-7-Flounder-260.jpg
test,COD10K-CAM-2-Terrestrial-45-Spider-2524.jpg,1024x768,317,44.424,tgt,COD10K-CAM-1-Aquatic-7-Flounder-265.jpg
test,COD10K-CAM-2-Terrestrial-45-Spider-2587.jpg,1024x768,317,31.514,tgt,COD10K-CAM-1-Aquatic-6-Fish-146.jpg
