source,stem,file,fg_fraction,white_fraction,polarity,h,w,binary
LAKERED_input_masks,0087,SOD_0087.png,0.123652,0.876348,background=white,267,400,1
LAKERED_input_masks,0088,SOD_0088.png,0.028279,0.971721,background=white,321,400,1
LAKERED_input_masks,0089,SOD_0089.png,0.232792,0.767208,background=white,300,400,1
LAKERED_input_masks,0090,SOD_0090.png,0.058989,0.941011,background=white,267,400,1
LAKERED_input_masks,0091,SOD_0091.png,0.1725,0.8275,background=white,300,400,1
LAKERED_input_masks,0094,SOD_0094.png,0.25174,0.74826,background=white,260,400,1
LAKERED_input_masks,0095,SOD_0095.png,0.15116,0.84884,background=white,265,400,1
LAKERED_input_masks,0096,SOD_0096.png,0.084076,0.915924,background=white,322,400,1
LAKERED_input_masks,0097,SOD_0097.png,0.159808,0.840192,background=white,261,400,1
LAKERED_input_masks,0098,SOD_0098.png,0.170677,0.829323,background=white,266,400,1
LAKERED_input_masks,0099,SOD_0099.png,0.140611,0.859389,background=white,266,400,1
LAKERED_input_masks,0100,SOD_0100.png,0.123327,0.876673,background=white,266,400,1
LAKERED_input_masks,0101,SOD_0101.png,0.198195,0.801805,background=white,266,400,1
LAKERED_input_masks,0102,SOD_0102.png,0.148952,0.851048,background=white,260,400,1
LAKERED_input_masks,0103,SOD_0103.png,0.222876,0.777124,background=white,266,400,1
LAKERED_input_masks,0104,SOD_0104.png,0.286833,0.713167,background=white,266,400,1
LAKERED_input_masks,0105,SOD_0105.png,0.126317,0.873683,background=white,260,400,1
LAKERED_input_masks,0107,SOD_0107.png,0.100717,0.899283,background=white,300,400,1
LAKERED_input_masks,0108,SOD_0108.png,0.253742,0.746258,background=white,300,400,1
LAKERED_input_masks,0109,SOD_0109.png,0.193361,0.806639,background=white,267,400,1
LAKERED_input_masks,0110,SOD_0110.png,0.308837,0.691163,background=white,215,400,1
LAKERED_input_masks,0111,SOD_0111.png,0.213533,0.786467,background=white,300,400,1
LAKERED_input_masks,0112,SOD_0112.png,0.087725,0.912275,background=white,267,400,1
LAKERED_input_masks,0113,SOD_0113.png,0.137068,0.862932,background=white,400,266,1
LAKERED_input_masks,0114,SOD_0114.png,0.323867,0.676133,background=white,267,400,1
LAKERED_input_masks,0115,SOD_0115.png,0.227003,0.772997,background=white,400,387,1
LAKERED_input_masks,0116,SOD_0116.png,0.271217,0.728783,background=white,300,400,1
LAKERED_input_masks,0117,SOD_0117.png,0.112631,0.887369,background=white,286,400,1
LAKERED_input_masks,0118,SOD_0118.png,0.202069,0.797931,background=white,267,400,1
LAKERED_input_masks,0121,SOD_0121.png,0.331471,0.668529,background=white,204,400,1
LAKERED_input_masks,0126,SOD_0126.png,0.208092,0.791908,background=white,266,400,1
LAKERED_input_masks,0127,SOD_0127.png,0.123832,0.876168,background=white,259,400,1
LAKERED_input_masks,0129,SOD_0129.png,0.078767,0.921233,background=white,300,400,1
LAKERED_input_masks,0132,SOD_0132.png,0.092901,0.907099,background=white,268,400,1
LAKERED_input_masks,0133,SOD_0133.png,0.051975,0.948025,background=white,300,400,1
LAKERED_input_masks,0134,SOD_0134.png,0.094975,0.905025,background=white,283,401,1
LAKERED_input_masks,0137,SOD_0137.png,0.079254,0.920746,background=white,278,400,1
LAKERED_input_masks,0138,SOD_0138.png,0.095562,0.904438,background=white,280,400,1
LAKERED_input_masks,0140,SOD_0140.png,0.134963,0.865037,background=white,267,400,1
LAKERED_input_masks,0142,SOD_0142.png,0.086692,0.913308,background=white,300,400,1
LAKERED_input_masks,0143,SOD_0143.png,0.032463,0.967537,background=white,267,400,1
LAKERED_input_masks,0144,SOD_0144.png,0.018342,0.981658,background=white,300,400,1
LAKERED_input_masks,0145,SOD_0145.png,0.07234,0.92766,background=white,255,300,1
LAKERED_input_masks,0146,SOD_0146.png,0.062067,0.937933,background=white,300,400,1
LAKERED_input_masks,0147,SOD_0147.png,0.106208,0.893792,background=white,300,400,1
LAKERED_input_masks,0148,SOD_0148.png,0.100214,0.899786,background=white,280,400,1
LAKERED_input_masks,0150,SOD_0150.png,0.131524,0.868476,background=white,269,400,1
LAKERED_input_masks,0151,SOD_0151.png,0.185037,0.814963,background=white,267,400,1
LAKERED_input_masks,0153,SOD_0153.png,0.1182,0.8818,background=white,300,400,1
LAKERED_input_masks,0157,SOD_0157.png,0.084114,0.915886,background=white,251,400,1
LAKERED_input_masks,0159,SOD_0159.png,0.285207,0.714793,background=white,266,400,1
LAKERED_input_masks,0160,SOD_0160.png,0.284393,0.715607,background=white,313,400,1
LAKERED_input_masks,0161,SOD_0161.png,0.155275,0.844725,background=white,300,400,1
LAKERED_input_masks,0162,SOD_0162.png,0.10751,0.89249,background=white,263,396,1
LAKERED_input_masks,0163,SOD_0163.png,0.078663,0.921337,background=white,301,400,1
LAKERED_input_masks,0164,SOD_0164.png,0.259597,0.740403,background=white,267,400,1
LAKERED_input_masks,0168,SOD_0168.png,0.11598,0.88402,background=white,301,400,1
LAKERED_input_masks,0170,SOD_0170.png,0.055068,0.944932,background=white,267,401,1
LAKERED_input_masks,0172,SOD_0172.png,0.14865,0.85135,background=white,300,400,1
LAKERED_input_masks,0173,SOD_0173.png,0.100733,0.899267,background=white,300,400,1
LAKERED_input_masks,0176,SOD_0176.png,0.179373,0.820627,background=white,267,400,1
LAKERED_input_masks,0177,SOD_0177.png,0.094897,0.905103,background=white,268,400,1
LAKERED_input_masks,0178,SOD_0178.png,0.145122,0.854878,background=white,288,400,1
LAKERED_input_masks,0179,SOD_0179.png,0.088933,0.911067,background=white,400,307,1
LAKERED_input_masks,0187,SOD_0187.png,0.151508,0.848492,background=white,300,400,1
LAKERED_input_masks,0192,SOD_0192.png,0.115208,0.884792,background=white,265,400,1
LAKERED_input_masks,0193,SOD_0193.png,0.328617,0.671383,background=white,300,400,1
LAKERED_input_masks,0194,SOD_0194.png,0.208418,0.791582,background=white,267,400,1
LAKERED_input_masks,0195,SOD_0195.png,0.229517,0.770483,background=white,192,372,1
LAKERED_input_masks,0196,SOD_0196.png,0.208559,0.791441,background=white,261,401,1
LAKERED_input_masks,0199,SOD_0199.png,0.162426,0.837574,background=white,271,400,1
LAKERED_input_masks,0201,SOD_0201.png,0.311487,0.688513,background=white,269,400,1
LAKERED_input_masks,0202,SOD_0202.png,0.152868,0.847132,background=white,299,400,1
LAKERED_input_masks,0204,SOD_0204.png,0.17498,0.82502,background=white,253,400,1
LAKERED_input_masks,0205,SOD_0205.png,0.216989,0.783011,background=white,352,400,1
LAKERED_input_masks,0206,SOD_0206.png,0.23655,0.76345,background=white,300,400,1
LAKERED_input_masks,0207,SOD_0207.png,0.304036,0.695964,background=white,267,400,1
LAKERED_input_masks,0208,SOD_0208.png,0.102425,0.897575,background=white,300,400,1
LAKERED_input_masks,0209,SOD_0209.png,0.169031,0.830969,background=white,240,400,1
LAKERED_input_masks,0210,SOD_0210.png,0.210892,0.789108,background=white,400,300,1
LAKERED_input_masks,0211,SOD_0211.png,0.221712,0.778288,background=white,400,400,1
LAKERED_input_masks,0212,SOD_0212.png,0.083932,0.916068,background=white,274,400,1
LAKERED_input_masks,0213,SOD_0213.png,0.330978,0.669022,background=white,381,400,1
LAKERED_input_masks,0216,SOD_0216.png,0.068383,0.931617,background=white,400,266,1
LAKERED_input_masks,0217,SOD_0217.png,0.038233,0.961767,background=white,266,400,1
LAKERED_input_masks,0221,SOD_0221.png,0.182074,0.817926,background=white,326,250,1
LAKERED_input_masks,0222,SOD_0222.png,0.197537,0.802463,background=white,268,400,1
LAKERED_input_masks,0223,SOD_0223.png,0.116358,0.883642,background=white,267,400,1
LAKERED_input_masks,0224,SOD_0224.png,0.209101,0.790899,background=white,278,400,1
LAKERED_input_masks,0225,SOD_0225.png,0.129267,0.870733,background=white,300,400,1
LAKERED_input_masks,0226,SOD_0226.png,0.242231,0.757769,background=white,400,316,1
LAKERED_input_masks,0227,SOD_0227.png,0.271623,0.728377,background=white,268,400,1
LAKERED_input_masks,0228,SOD_0228.png,0.318134,0.681866,background=white,268,400,1
LAKERED_input_masks,0229,SOD_0229.png,0.185874,0.814126,background=white,286,400,1
LAKERED_input_masks,0233,SOD_0233.png,0.05174,0.94826,background=white,250,400,1
LAKERED_input_masks,0234,SOD_0234.png,0.258883,0.741117,background=white,400,396,1
LAKERED_input_masks,0235,SOD_0235.png,0.251713,0.748287,background=white,267,400,1
LAKERED_input_masks,0237,SOD_0237.png,0.277603,0.722397,background=white,291,400,1
LAKERED_input_masks,0239,SOD_0239.png,0.240977,0.759023,background=white,270,360,1
LAKERED_input_masks,0240,SOD_0240.png,0.114676,0.885324,background=white,262,400,1
LAKERED_input_masks,0243,SOD_0243.png,0.1525,0.8475,background=white,294,400,1
LAKERED_input_masks,0244,SOD_0244.png,0.06515,0.93485,background=white,300,400,1
LAKERED_input_masks,0247,SOD_0247.png,0.165693,0.834307,background=white,267,400,1
LAKERED_input_masks,0248,SOD_0248.png,0.067612,0.932388,background=white,267,400,1
LAKERED_input_masks,0250,SOD_0250.png,0.258487,0.741513,background=white,266,400,1
LAKERED_input_masks,0251,SOD_0251.png,0.22166,0.77834,background=white,253,400,1
LAKERED_input_masks,0253,SOD_0253.png,0.228123,0.771877,background=white,289,290,1
LAKERED_input_masks,0254,SOD_0254.png,0.295071,0.704929,background=white,400,388,1
LAKERED_input_masks,0255,SOD_0255.png,0.171883,0.828117,background=white,300,400,1
LAKERED_input_masks,0258,SOD_0258.png,0.24971,0.75029,background=white,267,400,1
LAKERED_input_masks,0259,SOD_0259.png,0.186045,0.813955,background=white,268,400,1
LAKERED_input_masks,0260,SOD_0260.png,0.232075,0.767925,background=white,300,400,1
LAKERED_input_masks,0261,SOD_0261.png,0.248783,0.751217,background=white,267,400,1
LAKERED_input_masks,0264,SOD_0264.png,0.267613,0.732387,background=white,266,400,1
LAKERED_input_masks,0265,SOD_0265.png,0.153333,0.846667,background=white,267,400,1
LAKERED_input_masks,0267,SOD_0267.png,0.126887,0.873113,background=white,265,400,1
LAKERED_input_masks,0269,SOD_0269.png,0.21495,0.78505,background=white,250,400,1
LAKERED_input_masks,0270,SOD_0270.png,0.205425,0.794575,background=white,300,400,1
LAKERED_input_masks,0271,SOD_0271.png,0.12036,0.87964,background=white,264,400,1
LAKERED_input_masks,0274,SOD_0274.png,0.163689,0.836311,background=white,225,400,1
LAKERED_input_masks,0275,SOD_0275.png,0.224683,0.775317,background=white,300,400,1
LAKERED_input_masks,0276,SOD_0276.png,0.283358,0.716642,background=white,300,400,1
LAKERED_input_masks,0277,SOD_0277.png,0.207592,0.792408,background=white,273,400,1
LAKERED_input_masks,0279,SOD_0279.png,0.091059,0.908941,background=white,307,400,1
LAKERED_input_masks,0280,SOD_0280.png,0.248043,0.751957,background=white,400,267,1
LAKERED_input_masks,0282,SOD_0282.png,0.341804,0.658196,background=white,280,400,1
LAKERED_input_masks,0283,SOD_0283.png,0.124962,0.875038,background=white,266,400,1
LAKERED_input_masks,0284,SOD_0284.png,0.158951,0.841049,background=white,267,400,1
LAKERED_input_masks,0286,SOD_0286.png,0.076446,0.923554,background=white,299,400,1
LAKERED_input_masks,0290,SOD_0290.png,0.278425,0.721575,background=white,300,400,1
LAKERED_input_masks,0291,SOD_0291.png,0.135595,0.864405,background=white,195,399,1
LAKERED_input_masks,0293,SOD_0293.png,0.187086,0.812914,background=white,278,400,1
LAKERED_input_masks,0297,SOD_0297.png,0.09064,0.90936,background=white,250,400,1
LAKERED_input_masks,0298,SOD_0298.png,0.238188,0.761812,background=white,298,400,1
LAKERED_input_masks,0299,SOD_0299.png,0.420315,0.579685,background=white,400,270,1
LAKERED_input_masks,0300,SOD_0300.png,0.096128,0.903872,background=white,226,400,1
LAKERED_input_masks,0302,SOD_0302.png,0.25279,0.74721,background=white,267,400,1
LAKERED_input_masks,0304,SOD_0304.png,0.336235,0.663765,background=white,187,250,1
LAKERED_input_masks,0305,SOD_0305.png,0.318525,0.681475,background=white,200,400,1
LAKERED_input_masks,0307,SOD_0307.png,0.1751,0.8249,background=white,300,400,1
LAKERED_input_masks,0310,SOD_0310.png,0.344775,0.655225,background=white,300,400,1
LAKERED_input_masks,0311,SOD_0311.png,0.153246,0.846754,background=white,335,400,1
LAKERED_input_masks,0312,SOD_0312.png,0.383516,0.616484,background=white,320,400,1
LAKERED_input_masks,0313,SOD_0313.png,0.109291,0.890709,background=white,314,400,1
LAKERED_input_masks,0315,SOD_0315.png,0.356773,0.643227,background=white,244,400,1
LAKERED_input_masks,0316,SOD_0316.png,0.176095,0.823905,background=white,215,401,1
LAKERED_input_masks,0317,SOD_0317.png,0.293033,0.706967,background=white,380,400,1
LAKERED_input_masks,0320,SOD_0320.png,0.111933,0.888067,background=white,225,400,1
LAKERED_input_masks,0324,SOD_0324.png,0.203305,0.796695,background=white,267,400,1
LAKERED_input_masks,0325,SOD_0325.png,0.248489,0.751511,background=white,268,400,1
LAKERED_input_masks,0326,SOD_0326.png,0.613773,0.386227,background=white,271,400,1
LAKERED_input_masks,0327,SOD_0327.png,0.238649,0.761351,background=white,275,401,1
LAKERED_input_masks,0328,SOD_0328.png,0.168577,0.831423,background=white,267,400,1
LAKERED_input_masks,0329,SOD_0329.png,0.209274,0.790726,background=white,248,400,1
LAKERED_input_masks,0330,SOD_0330.png,0.19625,0.80375,background=white,300,400,1
LAKERED_input_masks,0331,SOD_0331.png,0.245996,0.754004,background=white,266,400,1
LAKERED_input_masks,0332,SOD_0332.png,0.214327,0.785673,background=white,286,400,1
LAKERED_input_masks,0333,SOD_0333.png,0.242533,0.757467,background=white,300,400,1
LAKERED_input_masks,0335,SOD_0335.png,0.159883,0.840117,background=white,300,400,1
LAKERED_input_masks,0336,SOD_0336.png,0.128142,0.871858,background=white,300,400,1
LAKERED_input_masks,0337,SOD_0337.png,0.324316,0.675684,background=white,267,400,1
LAKERED_input_masks,0338,SOD_0338.png,0.269707,0.730293,background=white,324,400,1
LAKERED_input_masks,0339,SOD_0339.png,0.161107,0.838893,background=white,280,400,1
LAKERED_input_masks,0340,SOD_0340.png,0.219104,0.780896,background=white,265,400,1
LAKERED_input_masks,0343,SOD_0343.png,0.182724,0.817276,background=white,302,400,1
LAKERED_input_masks,0345,SOD_0345.png,0.394958,0.605042,background=white,300,400,1
LAKERED_input_masks,0346,SOD_0346.png,0.30077,0.69923,background=white,250,400,1
LAKERED_input_masks,0348,SOD_0348.png,0.109377,0.890623,background=white,261,400,1
LAKERED_input_masks,0349,SOD_0349.png,0.092133,0.907867,background=white,388,400,1
LAKERED_input_masks,0350,SOD_0350.png,0.128828,0.871172,background=white,258,400,1
LAKERED_input_masks,0352,SOD_0352.png,0.321274,0.678726,background=white,226,324,1
LAKERED_input_masks,0353,SOD_0353.png,0.123417,0.876583,background=white,300,400,1
LAKERED_input_masks,0354,SOD_0354.png,0.329244,0.670756,background=white,268,400,1
LAKERED_input_masks,0357,SOD_0357.png,0.305346,0.694654,background=white,267,400,1
LAKERED_input_masks,0358,SOD_0358.png,0.190617,0.809383,background=white,300,400,1
LAKERED_input_masks,0359,SOD_0359.png,0.151522,0.848478,background=white,294,400,1
LAKERED_input_masks,0360,SOD_0360.png,0.153825,0.846175,background=white,300,400,1
LAKERED_input_masks,0361,SOD_0361.png,0.125468,0.874532,background=white,267,400,1
LAKERED_input_masks,0362,SOD_0362.png,0.117079,0.882921,background=white,267,400,1
LAKERED_input_masks,0363,SOD_0363.png,0.077033,0.922967,background=white,300,400,1
LAKERED_input_masks,0364,SOD_0364.png,0.144499,0.855501,background=white,369,400,1
LAKERED_input_masks,0365,SOD_0365.png,0.294326,0.705674,background=white,267,400,1
LAKERED_input_masks,0366,SOD_0366.png,0.258439,0.741561,background=white,309,400,1
LAKERED_input_masks,0369,SOD_0369.png,0.107192,0.892808,background=white,300,400,1
LAKERED_input_masks,0371,SOD_0371.png,0.270861,0.729139,background=white,267,400,1
LAKERED_input_masks,0372,SOD_0372.png,0.284767,0.715233,background=white,300,400,1
LAKERED_input_masks,0373,SOD_0373.png,0.096558,0.903442,background=white,300,400,1
LAKERED_input_masks,0374,SOD_0374.png,0.164079,0.835921,background=white,266,400,1
LAKERED_input_masks,0376,SOD_0376.png,0.187442,0.812558,background=white,300,400,1
LAKERED_input_masks,0378,SOD_0378.png,0.241745,0.758255,background=white,222,400,1
LAKERED_input_masks,0379,SOD_0379.png,0.277821,0.722179,background=white,280,400,1
LAKERED_input_masks,0380,SOD_0380.png,0.391573,0.608427,background=white,267,400,1
LAKERED_input_masks,0381,SOD_0381.png,0.175409,0.824591,background=white,269,400,1
LAKERED_input_masks,0382,SOD_0382.png,0.226618,0.773382,background=white,289,400,1
LAKERED_input_masks,0383,SOD_0383.png,0.12422,0.87578,background=white,266,400,1
LAKERED_input_masks,0384,SOD_0384.png,0.174348,0.825652,background=white,277,360,1
LAKERED_input_masks,0385,SOD_0385.png,0.160767,0.839233,background=white,300,400,1
LAKERED_input_masks,0386,SOD_0386.png,0.090975,0.909025,background=white,300,400,1
LAKERED_input_masks,0387,SOD_0387.png,0.212509,0.787491,background=white,267,400,1
LAKERED_input_masks,0389,SOD_0389.png,0.305192,0.694808,background=white,247,400,1
LAKERED_input_masks,0390,SOD_0390.png,0.264117,0.735883,background=white,201,400,1
LAKERED_input_masks,0391,SOD_0391.png,0.352574,0.647426,background=white,305,400,1
LAKERED_input_masks,0392,SOD_0392.png,0.291244,0.708756,background=white,205,400,1
LAKERED_input_masks,0393,SOD_0393.png,0.301404,0.698596,background=white,267,400,1
LAKERED_input_masks,0395,SOD_0395.png,0.211439,0.788561,background=white,245,400,1
LAKERED_input_masks,0396,SOD_0396.png,0.125778,0.874222,background=white,299,400,1
LAKERED_input_masks,0397,SOD_0397.png,0.315,0.685,background=white,300,400,1
LAKERED_input_masks,0398,SOD_0398.png,0.389092,0.610908,background=white,300,400,1
LAKERED_input_masks,0399,SOD_0399.png,0.103957,0.896043,background=white,220,309,1
LAKERED_input_masks,0400,SOD_0400.png,0.188647,0.811353,background=white,279,400,1
LAKERED_input_masks,0401,SOD_0401.png,0.419301,0.580699,background=white,236,400,1
LAKERED_input_masks,0402,SOD_0402.png,0.179799,0.820201,background=white,342,350,1
LAKERED_input_masks,0403,SOD_0403.png,0.27543,0.72457,background=white,302,400,1
LAKERED_input_masks,0405,SOD_0405.png,0.132796,0.867204,background=white,287,400,1
LAKERED_input_masks,0406,SOD_0406.png,0.17095,0.82905,background=white,200,400,1
LAKERED_input_masks,0407,SOD_0407.png,0.24412,0.75588,background=white,267,400,1
LAKERED_input_masks,0408,SOD_0408.png,0.249842,0.750158,background=white,300,400,1
LAKERED_input_masks,0412,SOD_0412.png,0.267062,0.732938,background=white,251,400,1
LAKERED_input_masks,0413,SOD_0413.png,0.093309,0.906691,background=white,238,400,1
LAKERED_input_masks,0414,SOD_0414.png,0.220383,0.779617,background=white,300,400,1
LAKERED_input_masks,0417,SOD_0417.png,0.151985,0.848015,background=white,267,400,1
LAKERED_input_masks,0418,SOD_0418.png,0.076039,0.923961,background=white,267,400,1
LAKERED_input_masks,0419,SOD_0419.png,0.226659,0.773341,background=white,400,336,1
LAKERED_input_masks,0420,SOD_0420.png,0.177295,0.822705,background=white,268,400,1
LAKERED_input_masks,0422,SOD_0422.png,0.131313,0.868687,background=white,320,400,1
LAKERED_input_masks,0423,SOD_0423.png,0.052214,0.947786,background=white,288,400,1
LAKERED_input_masks,0424,SOD_0424.png,0.145467,0.854533,background=white,400,364,1
LAKERED_input_masks,0425,SOD_0425.png,0.088318,0.911682,background=white,224,300,1
LAKERED_input_masks,0426,SOD_0426.png,0.05978,0.94022,background=white,330,330,1
LAKERED_input_masks,0428,SOD_0428.png,0.3385,0.6615,background=white,250,400,1
LAKERED_input_masks,0429,SOD_0429.png,0.273228,0.726772,background=white,213,400,1
LAKERED_input_masks,0431,SOD_0431.png,0.174888,0.825112,background=white,267,400,1
LAKERED_input_masks,0432,SOD_0432.png,0.160331,0.839669,background=white,295,400,1
LAKERED_input_masks,0434,SOD_0434.png,0.244925,0.755075,background=white,300,400,1
LAKERED_input_masks,0436,SOD_0436.png,0.101892,0.898108,background=white,261,320,1
LAKERED_input_masks,0439,SOD_0439.png,0.107104,0.892896,background=white,341,400,1
LAKERED_input_masks,0440,SOD_0440.png,0.237794,0.762206,background=white,289,400,1
LAKERED_input_masks,0441,SOD_0441.png,0.122732,0.877268,background=white,221,396,1
LAKERED_input_masks,0442,SOD_0442.png,0.188596,0.811404,background=white,267,400,1
LAKERED_input_masks,0443,SOD_0443.png,0.326398,0.673602,background=white,400,363,1
LAKERED_input_masks,0444,SOD_0444.png,0.219652,0.780348,background=white,273,400,1
LAKERED_input_masks,0445,SOD_0445.png,0.359437,0.640563,background=white,311,400,1
LAKERED_input_masks,0446,SOD_0446.png,0.231667,0.768333,background=white,197,401,1
LAKERED_input_masks,0448,SOD_0448.png,0.232369,0.767631,background=white,400,400,1
LAKERED_input_masks,0450,SOD_0450.png,0.480226,0.519774,background=white,266,400,1
LAKERED_input_masks,0451,SOD_0451.png,0.164617,0.835383,background=white,300,400,1
LAKERED_input_masks,0452,SOD_0452.png,0.189617,0.810383,background=white,300,400,1
LAKERED_input_masks,0453,SOD_0453.png,0.185142,0.814858,background=white,300,400,1
LAKERED_input_masks,0454,SOD_0454.png,0.199354,0.800646,background=white,267,400,1
LAKERED_input_masks,0455,SOD_0455.png,0.177687,0.822313,background=white,267,400,1
LAKERED_input_masks,0456,SOD_0456.png,0.174515,0.825485,background=white,268,400,1
LAKERED_input_masks,0457,SOD_0457.png,0.170893,0.829107,background=white,266,400,1
LAKERED_input_masks,0458,SOD_0458.png,0.14975,0.85025,background=white,300,400,1
LAKERED_input_masks,0459,SOD_0459.png,0.081656,0.918344,background=white,397,400,1
LAKERED_input_masks,0460,SOD_0460.png,0.305151,0.694849,background=white,299,400,1
LAKERED_input_masks,0461,SOD_0461.png,0.267799,0.732201,background=white,268,400,1
LAKERED_input_masks,0462,SOD_0462.png,0.309597,0.690403,background=white,354,400,1
LAKERED_input_masks,0463,SOD_0463.png,0.193287,0.806713,background=white,343,400,1
LAKERED_input_masks,0464,SOD_0464.png,0.171811,0.828189,background=white,301,400,1
LAKERED_input_masks,0465,SOD_0465.png,0.237079,0.762921,background=white,374,400,1
LAKERED_input_masks,0466,SOD_0466.png,0.367193,0.632807,background=white,293,400,1
LAKERED_input_masks,0467,SOD_0467.png,0.150281,0.849719,background=white,267,400,1
LAKERED_input_masks,0471,SOD_0471.png,0.196738,0.803262,background=white,246,400,1
LAKERED_input_masks,0472,SOD_0472.png,0.10078,0.89922,background=white,266,400,1
LAKERED_input_masks,0473,SOD_0473.png,0.138093,0.861907,background=white,291,400,1
LAKERED_input_masks,0474,SOD_0474.png,0.425729,0.574271,background=white,240,400,1
LAKERED_input_masks,0475,SOD_0475.png,0.211414,0.788586,background=white,267,400,1
LAKERED_input_masks,0476,SOD_0476.png,0.163476,0.836524,background=white,274,400,1
LAKERED_input_masks,0477,SOD_0477.png,0.268606,0.731394,background=white,296,400,1
LAKERED_input_masks,0478,SOD_0478.png,0.280654,0.719346,background=white,237,400,1
